question,type,run,verdict
Did Jennifer remind Li Hua about proper nutrition and hydration before Jake shared his tips for staying hydrated during the match?,Multi,2,error
Who proposes adding some outdoor games or a small water feature to the children's play areain the community discussion?,Single,2,accurate
When is the music concert that Wolfgang invites Li Hua to?,Single,2,accurate
Did Li Hua ask Adam Smith about placing potted plants in the basement before he asked about decorating the basement?,Multi,2,accurate
"What memorable moment does ThaneChambers share from the game ""Black Myth: Wukong""?",Single,2,error
What are LiHua's usual recovery snacks after a game?,Single,2,neither
When is Wolfgang and LiHua going to the photography exhibition on 20260805?,Single,2,accurate
What are the dimensions of the window that LiHua measures?,Single,2,neither
What is the focus of Li Hua's next month's fitness plan according to Jennifer?,Single,2,error
When is the installation of the air-conditioner for the basement?,Single,2,accurate
What time do they agree to meet for pizza?,Single,2,accurate
Why deoes the construction have to be postponed according to Tirion Fordring?,Single,2,accurate
What ideas did Wolfgang Schulz suggest for Li Hua's basement practice spot?,Single,2,error
What does Thrall suggest they create to support local businesses?,Single,2,error
What will be a gift for Li Hua if he chooses to renew the fitness contract with Jennifer Moore?,Single,2,neither
Why does WolfgangSchulz inquire of the band members about health products?,Single,2,error
What dish does Li Hua agree to bring to the neighborhood potluck dinner?,Single,2,accurate
What are some of Jennifer Moore's tips for dealing with muscle soreness?,Single,2,accurate
How does Kieran describe Tywin's influence on Cersei?,Single,2,accurate
What does Li Hua like about the curtains?,Single,2,neither
What is LiHua looking forward to in the upcoming matches?,Single,2,accurate
What was the final match score of the 2025 UEFA Champions League final?,Null,2,accurate
What does Helios think would be awesome for character development?,Single,2,error
What percentage discount is Hailey Johnson offering for Mother's Day pastries?,Single,2,accurate
What were the specific details of the negotiation between Jake Watson and Li Hua regarding player transfers from FC Barcelona to FC Bayern Munich?,Null,2,accurate
What does EmilyBurnett think about the future relevance of Westworld's themes?,Single,2,accurate
What does Li Hua plan to do to clear their head?,Single,2,error
What relationship could have potentially changed Cersei's path according to Phaedra?,Single,2,accurate
What do LiHua and Emily agree on regarding the anticipation for the next episode?,Single,2,accurate
What is the nutritional value of the new line of high-protein breads compared to traditional white bread?,Null,2,accurate
What songs does ChaeSong-hwa suggest starting with according to the discussion on 20261019?,Single,2,accurate
What was the exact date and time when Cersei Lannister first met Jaime Lannister in the Game of Thrones series?,Null,2,accurate
What game has Gavriel been hooked on recently for its blend of RPG elements and social simulation?,Single,2,accurate
Why are LiHua and Adam concerned about the basement in their conversation on 20260707?,Single,2,accurate
Does Jake agree to play as the goalkeeper?,Single,2,error
"Did Wolfgang Schulz recommend the band learns ""Viva la Vida"" by Coldplay after he and Li Hua discussed what song to play this Sunday?",Multi,2,error
What type of stretches does JenniferMoore suggest before and after workouts?,Single,2,accurate
On which day do LiHua and AdamSmith agree to install the curtain?,Single,2,accurate
What TV show does EmilyBurnett recommend LiHua to watch?,Single,2,accurate
When is the construction of the garden supposed to start?,Single,2,accurate
What is Jake's first tip for avoiding soccer injuries?,Single,2,accurate
"What was LiHua's unforgettable match in ""Warzone""?",Single,2,accurate
What time does LiHua propose for dinner on 20260930?,Single,2,accurate
What is the main topic of the conversation between LiHua and ChaeSong-hwa on 20260626?,Single,2,accurate
What is Li Hua's preference for a burger patty's doneness?,Single,2,neither
What does Li Hua agree to bring to the bonfire singing party hosted by Chae Song-hwa?,Single,2,accurate
"What memorable scene from ""Chernobyl"" does LiHua mention?",Single,2,accurate
What books does Jennifer recommend to LiHua for deepening understanding of fitness nutrition?,Single,2,neither
"Which team's style of play does Farrah remember as ""Total football""?",Single,2,accurate
What games are LiHua and ThaneChambers planning to check out during their shopping trip according to their discussion on 20260911?,Single,2,accurate
What is the building's policy that Adam reminds Li Hua about?,Single,2,error
What is the current status of the curtains according to LiHua?,Single,2,error
When is ChaeSong-hwa hosting the community medical knowledge lecture?,Single,2,accurate
What did Li Hua enjoy the most about the restaurant that he and Wolfgang visited for dinner on 20260514?,Single,2,neither
When did Li Hua ask Jennifer Moore for tips on dealing with muscle soreness?,Single,2,error
What is Li Hua's favorite type of exercise outside of pull-ups?,Null,2,error
What service does Hailey Johnson offer to Li Hua?,Single,2,accurate
Who does EmilyBurnett think is a standout character in the Game of Thrones series?,Single,2,accurate
What is the main theme of game group's discussion on 20260901_13:00?,Single,2,neither
What is the exact reason for Li Hua's unexpected work meeting on Thursday?,Null,2,accurate
Did Li Hua agree to have dinner with Wolfgang after he told Wolfgang about the lunch arrangement?,Multi,2,accurate
Which game does Dyllan say raised interesting questions and moral dilemmas?,Single,2,accurate
What does IllidanStormrage say he will bring to keep everyone entertained during the picnic?,Single,2,accurate
What kinds of Thai food does Wolfgang want to try out at the Thai restaurant on 20260702?,Single,2,accurate
What game does Bronwyn say mixes daily life with deep story arcs?,Single,2,accurate
Who proposes creating a little garden area where kids can help plant flowers or vegetables?,Single,2,accurate
What is the name of the song that Yuriko recommend to the band on 20260706?,Single,2,accurate
What drink does WolfgangSchulz usually have with his pizza?,Single,2,neither
What does ChaeSong-hwa suggest binaural tones could enhance?,Single,2,neither
Which moment involving Tyrion is Merrick's favorite?,Single,2,accurate
What is Wolfgang's favorite superhero?,Single,2,accurate
What local dish did WolfgangSchulz try in Prague?,Single,2,accurate
Who does Jake believe has the potential to be a game-changer for Barca?,Single,2,accurate
What is the main topic of the conversation on 2026-04-28 at 5 PM?,Single,2,neither
What day and time is the community bake sale taking place?,Single,2,accurate
Why does Adam reach out to LiHua on 20260810?,Single,2,neither
Why is LiHua praising Chae in their conversation on 20260717?,Single,2,error
What time is the power outage in the neighborhood?,Single,2,accurate
What type of dessert did Wolfgang plan to order for Li Hua during their dinner celebration?,Null,2,neither
What are LiHua's favorite snacks for the game?,Single,2,error
What does Aisling find emotionally impactful about Red Dead Redemption 2's ending?,Single,2,accurate
What is Kendall's relationship with Logan like according to the group's discussion?,Single,2,accurate
When does Li Hua plan to celebrate Chinese Lunar New Year?,Single,2,accurate
What is the topic of the online tutorial Yuriko shares with the group?,Single,2,neither
What songs does ChaeSong-hwa suggest adding to the mix according to the discussion on 2026101?,Single,2,accurate
What does Sova plan to do to keep their cardio interesting?,Single,2,error
What does Li Hua plan to celebrate Chinese Lunar New Year?,Single,2,accurate
What is the name of the Italian restaurant where Wolfgang and Li Hua are having dinner to celebrate Wolfgang's promotion?,Single,2,accurate
