key,luot,verdict
v3_r2|What time will Li Hua and Wolfgang meet for breakfast on the morning of the 9th?,2,error
b1_s303|What color did Li Hua paint his house before the community garden renovation began?,2,accurate
b2_s202|What type of special dietary restrictions does Li Hua follow when preparing meals for his family?,2,accurate
b1_s101|What is the exact reason for Li Hua's unexpected work meeting on Thursday?,2,accurate
b1_s101|What is the favorite type of music that Li Hua and Yuriko plan to play together?,2,error
b1_s202|What are the sales figures for the PS5 exclusive games released in 2026 that Thane discussed with group members?,2,accurate
b1_s202|What specific diet did Li Hua follow to achieve his fitness results that Jennifer Moore recommended?,2,error
vec_s303|What is the name of the concert that Wolfgang and Li Hua will attend on March 7th?,2,accurate
v3|What song did Li Hua perform at the local music festival in 2026?,2,accurate
vec|What type of fusion music does Wolfgang Schulz plan to create with Li Hua during their weekend trip to the music store?,2,error
v3_r3|What is the name of the concert that Wolfgang and Li Hua will attend on March 7th?,2,error
v3_r3|What did Jennifer say to Li Hua about their plan for a team swimming competition in December?,2,accurate
vec|What specific diet did Li Hua follow to achieve his fitness results that Jennifer Moore recommended?,2,error
b1_s202|What flavor of cake did Hailey plan to bake for the bakery's anniversary celebration in February?,2,accurate
b1_s303|What are the sales figures for the PS5 exclusive games released in 2026 that Thane discussed with group members?,2,accurate
"b2_s303|What specific techniques did Li Hua use to prepare for a marathon race that took place on September 1, 2026?",2,accurate
"vec_s202|What specific techniques did Li Hua use to prepare for a marathon race that took place on September 1, 2026?",2,accurate
v3_r2|What type of protein shake does Li Hua prefer to drink before his workout sessions?,2,accurate
b2_s101|What is the exact reason for Li Hua's unexpected work meeting on Thursday?,2,accurate
b2_s101|What flavor of new bread products did Li Hua really enjoy at the bakery's anniversary event?,2,error
b1_s303|What is the name of the concert that Wolfgang and Li Hua will attend on March 7th?,2,accurate
b2_s303|What specific diet did Li Hua follow to achieve his fitness results that Jennifer Moore recommended?,2,error
"b2_s202|What is the total cost of the air conditioner installation, including labor and materials, if Li Hua had previously discussed a budget of $2,000 with a different contractor?",2,accurate
b2_s101|What are the reasons behind Jennifer and Li Hua's decision to change their training routine for the following month?,2,error
"v3_r3|What is the total cost of the air conditioner installation, including labor and materials, if Li Hua had previously discussed a budget of $2,000 with a different contractor?",2,accurate
vec_s303|What type of dessert did Wolfgang plan to order for Li Hua during their dinner celebration?,2,accurate
b1_s101|What type of cake does Li Hua plan to bring to the meeting with Yuriko to celebrate her studio's homepage redesign?,2,accurate
b1_s202|What is the amount of rent Li Hua owes to Adam Smith for the months of April and May?,2,accurate
v3|What time did Chae first suggest they visit the music festival in the morning?,2,accurate
b2_s101|What dish did Li Hua order for dessert after having Sichuan hot pot with Wolfgang Schulz?,2,accurate
b1_s303|What is the nutritional value of the new line of high-protein breads compared to traditional white bread?,2,accurate
b2_s101|What type of special dietary restrictions does Li Hua follow when preparing meals for his family?,2,accurate
b2_s101|What strategy did Li Hua use to score a goal in the championship match against their rival team?,2,accurate
b1_s303|What type of cake does Li Hua plan to bring to the meeting with Yuriko to celebrate her studio's homepage redesign?,2,accurate
v3_r3|What type of cake does Li Hua plan to bring to the meeting with Yuriko to celebrate her studio's homepage redesign?,2,accurate
b1_s202|What time did Chae first suggest they visit the music festival in the morning?,2,accurate
vec_s202|What is the amount of rent Li Hua owes to Adam Smith for the months of April and May?,2,error
v3_r3|What is the amount of rent Li Hua owes to Adam Smith for the months of April and May?,2,accurate
v3_r3|What type of protein shake does Li Hua prefer to drink before his workout sessions?,2,accurate
v3_r2|What flavor of cake did Hailey plan to bake for the bakery's anniversary celebration in February?,2,accurate
b2_s303|What movie did Li Hua and Wolfgang decide to watch together on New Year's Eve 2026?,2,accurate
"vec|What toppings did Hailey put on the bread for Li Hua's next delivery, and what is the name of the bakery she gets her bread from?",2,accurate
b2_s101|What time will Li Hua and Wolfgang meet for breakfast on the morning of the 9th?,2,error
vec_s303|What type of dessert did Wolfgang plan to have with Li Hua after their hot pot dinner on a different day?,2,error
b1_s101|What type of protein shake does Li Hua prefer to drink before his workout sessions?,2,accurate
b2_s202|What type of diet is Li Hua following to support his training regimen and sleep schedule?,2,accurate
b1_s303|What specific dietary changes did Li Hua implement in his training regimen as a result of Jennifer's advice on endurance and flexibility?,2,accurate
v3_r3|What type of dessert did Wolfgang plan to order for Li Hua during their dinner celebration?,2,accurate
b1_s202|What flavor of new bread products did Li Hua really enjoy at the bakery's anniversary event?,2,error
"b1_s101|What specific techniques did Li Hua use to prepare for a marathon race that took place on September 1, 2026?",2,accurate
vec|What flavor of new bread products did Li Hua really enjoy at the bakery's anniversary event?,2,error
b2_s303|What dish did Li Hua order for dessert after having Sichuan hot pot with Wolfgang Schulz?,2,accurate
b2_s303|What time did Chae first suggest they visit the music festival in the morning?,2,accurate
v3_r2|What is Li Hua's favorite type of exercise outside of pull-ups?,2,error
b1_s202|What movie did Li Hua and Wolfgang decide to watch together on New Year's Eve 2026?,2,accurate
"b1_s303|What is the total cost of the air conditioner installation, including labor and materials, if Li Hua had previously discussed a budget of $2,000 with a different contractor?",2,accurate
vec_s303|What specific diet did Li Hua follow to achieve his fitness results that Jennifer Moore recommended?,2,error
v3|What is the name of the concert that Wolfgang and Li Hua will attend on March 7th?,2,accurate
v3_r3|What are the sales figures for the PS5 exclusive games released in 2026 that Thane discussed with group members?,2,accurate
b2_s101|What are the sales figures for the PS5 exclusive games released in 2026 that Thane discussed with group members?,2,accurate
vec|What dish did Li Hua order for dessert after having Sichuan hot pot with Wolfgang Schulz?,2,accurate
vec_s202|What are the sales figures for the PS5 exclusive games released in 2026 that Thane discussed with group members?,2,accurate
"v3|What type of air-conditioner did Li Hua select for Adam's living room, and how does its temperature regulation compare to the one in the basement?",2,accurate
vec_s202|What is Li Hua's favorite type of exercise outside of pull-ups?,2,accurate
b1_s101|What alternative training sports does Li Hua consider besides the current routine mentioned in his conversation with Jennifer?,2,accurate
b1_s101|What time will Li Hua and Wolfgang meet for breakfast on the morning of the 9th?,2,error
b1_s101|What strategy did Li Hua use to score a goal in the championship match against their rival team?,2,accurate
"b2_s303|What specific design features did Li Hua suggest for Yuriko's studio homepage during their meeting at ""Central Perk""?",2,error
b2_s303|What type of flowers were planted in the garden based on the residents' suggestions discussed by Turalyon?,2,error
b1_s202|What type of flowers were planted in the garden based on the residents' suggestions discussed by Turalyon?,2,error
b2_s101|What specific diet did Li Hua follow to achieve his fitness results that Jennifer Moore recommended?,2,accurate
v3_r2|What specific sleep techniques did Li Hua use to improve her study habits after reading the neuroscience article and discussing the warm shower with Chae?,2,accurate
